Link,Cong_Giao_tiep,Wireless,Webcams,Features,Den_ban_phim
//www.thegioididong.com/laptop/msi-bravo-15-b7ed-r5-010vn,"LAN (RJ45)
1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,2 quạt,"TPM 2.0
Bản lề mở 180 độ"
//www.thegioididong.com/laptop/msi-cyborg-15-a13vek-i7-1423vn,"LAN (RJ45)
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,Cooler Boost,Bản lề mở 180 độ
//www.thegioididong.com/laptop/asus-rog-strix-g16-g614jv-i7-n3515w,"LAN (RJ45)
Jack tai nghe 3.5 mm
1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)
2 x USB 3.2
HDMI
1 x Thunderbolt 4 (hỗ trợ DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,"MUX Switch
NVIDIA Optimus",Đèn chuyển màu RGB - 4 vùng
//www.thegioididong.com/laptop/asus-vivobook-x1404za-i3-nk246w,"USB Type-C
1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,"Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Không có đèn
//www.thegioididong.com/laptop/hp-elitebook-635-aero-g11-r5-a8ws6pt,"HDMI
2 x USB 3.2
1 x Headphone/microphone combo
2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",Camera IR 5 MP,"Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/dell-latitude-5450-ultra-5-l5450125u16512w,Không có,Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/hp-envy-x360-14-fc0162tu-ultra-5-ay8x1pa,"HDMI
2 x USB Type-A
1 x USB Type-C (USB Power Delivery, DisplayPort 2.1)
1 x Thunderbolt 4 with USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 2.1)
1 x Headphone/microphone combo","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,Cooler Boost,Đơn sắc - Màu đỏ
//www.thegioididong.com/laptop/msi-gaming-gf63-thin-12uc-i7-887vn,"USB Type-C
1x Mic-in
1x Headphone-out
3 x USB 3.2
HDMI
LAN (RJ45)",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/msi-katana-a15-ai-b8vg-r9-466vn,Không có,"Bluetooth 5.0
Wi-Fi 6 (802.11ax)",SD,HD webcam,Không có đèn
//www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-p16wd,"USB Type-C
1 x USB 2.0
Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Full HD Webcam,"Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5530w1,"USB Type-C
1 x USB 2.0
Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,"Lớp phủ ASUS Antimicrobial Guard
Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Không có đèn
//www.thegioididong.com/laptop/hp-probook-460-g11-ultra-5-a74btpt,"LAN (RJ45)
2 x USB 3.2
HDMI
1 x Headphone/microphone combo
2 x USB Type-C (Power Delivery and DisplayPort)","Wi-Fi 6 (802.11ax)
Bluetooth 5",Micro SD,Full HD Webcam,Công tắc khóa camera
//www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i9-ma586ws,"Jack tai nghe 3.5 mm
1 x USB 2.0
2 x USB 3.2
HDMI
1 x USB Type-C (chỉ hỗ trợ Power Delivery)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",Micro SD,"Full HD Webcam
Camera IR","TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Công tắc khóa camera"
//www.thegioididong.com/laptop/acer-aspire-lite-al14-52m-54cj-i5-nxj39sv002,"Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ DisplayPort)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",SD,HD webcam,"TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera"
//www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14imh9-ultra-5-83da001nvn,"HDMI
2 x USB Type-C 3.2 (hỗ trợ Power Delivery 3.0 và DisplayPort 1.4)
1 x USB 3.2
1 x Headphone/microphone combo
1 x USB 3.2 (Always on)","Wi-Fi 6E (802.11ax)
Bluetooth 5.1",Full HD Webcam,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh8-i7-83em003fvn,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1x USB-C 3.2 (hỗ trợ truyền dữ liệu, Power Delivery và DisplayPort 1.2)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",SD,HD webcam,Đơn sắc
//www.thegioididong.com/laptop/acer-aspire-5-a515-58m-79r7-i7-nxkq8sv007,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 4, DisplayPort và Thunderbolt 4)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",Micro SD,QHD Webcam,"Tiêu chuẩn Nền Intel Evo
Bản lề mở 180 độ
Bảo mật vân tay"
//www.thegioididong.com/laptop/hp-victus-15-fb1022ax-r5-94f19pa,"LAN (RJ45)
Jack tai nghe 3.5 mm
2 x USB Type-A
HDMI
1 x USB Type-C (hỗ trợ DisplayPort 1.4)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",SD,1080p FaceTime HD camera,Bảo mật vân tay
//www.thegioididong.com/laptop/acer-swift-go-14-ai-73-53x7-ultra-5-nxkslsv001,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
2 x USB Type-C (hỗ trợ USB 4, Thunderbolt 4)","Wi-Fi 6 (802.11ax)
Bluetooth 5",Micro SD,Full HD Webcam,Bản lề mở 180 độ
//www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-48gb-1tb,"MagSafe 3
Jack tai nghe 3.5 mm
HDMI
3 x Thunderbolt 5 (USB-C) (hỗ trợ Charging, DisplayPort, Thunderbolt 4 và USB 4 (up to 40Gb/s))","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Micro SD,"Full HD Webcam
Camera IR","Màn hình gập 360 độ
Độ bền chuẩn quân đội MIL STD 810H
Công tắc khóa camera
Mở khóa khuôn mặt"
//www.thegioididong.com/laptop/acer-aspire-lite-16-g2-al16-52p-76du-i7-nxj2ssv005?utm_flashsale=1,"Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB, Power Delivery và DisplayPort)",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/lenovo-yoga-7-2in1-14iml9-ultra-7-83dj001fvn,"HDMI
1 x Headphone/microphone combo
2 x USB-C (hỗ trợ Thunderbolt 4/USB 4, USB Power Delivery và DisplayPort 2.1)
1 x USB 3.2 (Always on)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",HD webcam,Không có đèn,Không có
//www.thegioididong.com/laptop/acer-nitro-5-tiger-an515-58-52sp-i5-nhqfhsv001,Không có,"Bluetooth 5.2
Wi-Fi 6 (802.11ax)",Khe thẻ 3-in-1,HD webcam,"TPM 2.0
Công tắc khóa camera"
//www.thegioididong.com/laptop/hp-240-g9-i5-ag2j7at,"USB Type-C
2 x USB 3.2
HDMI
1 x Headphone/microphone combo
LAN (RJ45)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,Cooler Boost,Đơn sắc - Màu đỏ
//www.thegioididong.com/laptop/lenovo-loq-15iax9e-i5-83lk0079vn,"LAN (RJ45)
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (chỉ hỗ trợ truyền dữ liệu)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,"MUX Switch
NVIDIA Optimus
Độ bền chuẩn quân đội MIL STD 810H",Đèn chuyển màu RGB - 1 vùng
//www.thegioididong.com/laptop/msi-gf63-thin-12ve-i5-460vn,"LAN (RJ45)
Jack tai nghe 3.5 mm
1x Mic-in
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/asus-fx507vv-i7-lp151w,"LAN (RJ45)
Jack tai nghe 3.5 mm
1 x USB 3.2 Gen 2 Type-C (hỗ trợ DisplayPort, Power delivery, G-SYNC)
2 x USB 3.2
HDMI
1 x Thunderbolt 4 (hỗ trợ DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3","Full HD Webcam
Camera IR",Mở khóa khuôn mặt,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/asus-vivobook-16-x1605va-i5-mb1876ws,Không có,"Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,Cooler Boost 5,"TPM 2.0
MUX Switch"
//www.thegioididong.com/laptop/lg-gram-16z90sp-ultra-7-16z90spkah78a5,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
2 x USB-C with USB 4.0/ Thunderbolt 4","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Camera IR 5 MP,"Màn hình gập 360 độ
Tiêu chuẩn Nền Intel Evo
Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/msi-gaming-katana-a15-ai-b8ve-r7-402vn,"LAN (RJ45)
1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",SD,HD webcam,Bảo mật vân tay
//www.thegioididong.com/laptop/hp-envy-x360-14-fa0048au-r7-a19bqpa?utm_flashsale=1,"HDMI
2 x USB Type-A
1 x Headphone/microphone combo
2 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",1080p FaceTime HD camera,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/hp-envy-x360-14-fc0083tu-ultra-7-a19bspa,"HDMI
2 x USB 3.2
1 x USB Type-C (USB Power Delivery, DisplayPort 2.1)
1 x Thunderbolt 4 with USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 2.1)
1 x Headphone/microphone combo","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",SD,"Full HD Webcam
Camera IR","TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera
Mở khóa khuôn mặt"
//www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n5i7305w1,"USB Type-C
1 x USB 2.0
Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI","Wi-Fi 802.11 a/b/g/n/ac
Bluetooth 5.1",SD,HD webcam,Không có đèn
//www.thegioididong.com/laptop/macbook-air-15-inch-m4-16gb-256gb,"MagSafe 3
Jack tai nghe 3.5 mm
2 x Thunderbolt 4.0 (hỗ trợ USB 4, USB Type-C, DisplayPort và Power Delivery)","Wi-Fi 6 (802.11ax)
Bluetooth 5.1",HD webcam,Đơn sắc - Màu trắng,Không có
//www.thegioididong.com/laptop/lenovo-thinkbook-14-ultra-7-21mr0072vn,"LAN (RJ45)
1 x USB 3.2
HDMI
1 x USB-C (hỗ trợ Thunderbolt 4 / USB4, USB Power Delivery 3.1 and DisplayPort 2.1)
1 x USB-C ( hỗ trợ USB 3.2, USB Power Delivery 3.1 và DisplayPort 1.4)
1 x Headphone/microphone combo
1 x USB 3.2 (Always on)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3","Full HD Webcam
Camera IR","TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/dell-vostro-15-3520-i5-i5u165w11gru?utm_flashsale=1,"LAN (RJ45)
1 x USB 2.0
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",HD webcam,Đèn chuyển màu RGB - 1 vùng,Không có
//www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007?utm_flashsale=1,"USB Type-C
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
LAN (RJ45)",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/lenovo-thinkpad-e14-ultra-5-21m7004lvn,"LAN (RJ45)
Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI
1 x USB-C (hỗ trợ Thunderbolt 4/USB 4, USB Power Delivery 3.0 và DisplayPort 2.1)
1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)
1 x USB 3.2 (Always on)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Micro SD,HP TrueVision 5 MP,"Màn hình gập 360 độ
Bảo mật vân tay
Công tắc khóa camera"
//www.thegioididong.com/laptop/asus-fa506nfr-r7-hn113w,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C 3.2 (hỗ trợ DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Full HD Webcam,Công tắc khóa camera,Đèn chuyển màu RGB - 1 vùng
//www.thegioididong.com/laptop/lenovo-thinkpad-e14-ultra-7-21m70051vn,Không có,"Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Full HD Webcam,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/hp-pavilion-x360-14-ek2027tu-core-7-9z2v9pa,"HDMI
2 x USB 3.2
1 x Headphone/microphone combo
1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)",Wi-Fi 7 (802.11be),QHD Webcam,"Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/hp-victus-16-s0078ax-r5-8c5n7pa?utm_flashsale=1,"LAN (RJ45)
3 x USB 3.2
HDMI
1 x Headphone/microphone combo
1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",HD webcam,Công tắc khóa camera,Không có đèn
//www.thegioididong.com/laptop/macbook-air-13-inch-m3-16gb-256gb-8gpu,"MagSafe 3
Jack tai nghe 3.5 mm
2 x Thunderbolt 3 / USB 4 (lên đến 40 Gb/s)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",SD,HD webcam,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/acer-swift-go-14-ai-73-71zx-ultra-7-nxkslsv002,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
2 x USB Type-C (hỗ trợ USB 4, Thunderbolt 4)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",1080p FaceTime HD camera,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/acer-swift-ai-sf14-51-53p9-ultra-5-nxj2ksv002,"HDMI
2 x USB 3.2
1 x Headphone/microphone combo
2 x USB Type-C ( hỗ trợ USB 4, DisplayPort, Power Delivery 3.0 và Thunderbolt 4)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",HD webcam,"NVIDIA Optimus
Độ bền chuẩn quân đội MIL STD 810H",Đèn chuyển màu RGB - 1 vùng
//www.thegioididong.com/laptop/hp-240-g10-i5-9h2e4pt,"USB Type-C
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",SD,1080p FaceTime HD camera,Bảo mật vân tay
//www.thegioididong.com/laptop/hp-victus-15-fa1139tx-i5-8y6w3pa,"LAN (RJ45)
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C 3.2 (hỗ trợ DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Full HD Webcam,Công tắc khóa camera,Không có đèn
//www.thegioididong.com/laptop/macbook-air-13-inch-m4-16gb-1tb,"MagSafe 3
Jack tai nghe 3.5 mm
2 x Thunderbolt 4.0 (hỗ trợ USB 4, USB Type-C, DisplayPort và Power Delivery)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Full HD Webcam,"Bản lề mở 180 độ
Bảo mật vân tay
Công tắc khóa camera",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/asus-tuf-gaming-a15-fa506nc-r5-hn017w?utm_flashsale=1,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ DisplayPort)",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-24gb-1tb,"MagSafe 3
Jack tai nghe 3.5 mm
HDMI
3 x Thunderbolt 5 (USB-C) (hỗ trợ Charging, DisplayPort, Thunderbolt 4 và USB 4 (up to 40Gb/s))","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",Micro SD,"Full HD Webcam
Camera IR",Mở khóa khuôn mặt
//www.thegioididong.com/laptop/dell-latitude-3440-i7-71038103?utm_flashsale=1,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HP True Vision 1080p FHD camera,Công tắc khóa camera,Đèn chuyển màu RGB - 1 vùng
//www.thegioididong.com/laptop/dell-latitude-5350-ultra-7-165u-vpro-l5350165u16512w,"Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI
1 x USB 3.2 (hỗ trợ PowerShare)
2 x Thunderbolt 4.0 (hỗ trợ USB 4, USB Type-C, DisplayPort và Power Delivery)",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/acer-predator-helios-neo-16s-ai-phn16s-71-94t0-ultra-9-nhqx7sv001,Không có,"Bluetooth 5.0
Wi-Fi 802.11 a/b/g/n/ac",SD,HD webcam,"TPM 2.0
Bản lề mở 180 độ
Công tắc khóa camera"
//www.thegioididong.com/laptop/lg-gram-16z90s-ultra-7-16z90sgah76a5,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
2 x USB-C with USB 4.0/ Thunderbolt 4","Wi-Fi 802.11 a/b/g/n/ac
Bluetooth 5.3",SD,HD webcam,Bảo mật vân tay
//www.thegioididong.com/laptop/hp-victus-16-r0283tx-i5-ad9t3pa?utm_flashsale=1,"LAN (RJ45)
HDMI
1 x Headphone/microphone combo
1 x USB Type-C (hỗ trợ USB Power Delivery, DisplayPort 1.4)
3 x USB A","Wi-Fi 6E (802.11ax)
Bluetooth 5.3","Full HD Webcam
Camera IR","Độ bền chuẩn quân đội MIL STD 810H
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/asus-zenbook-14-ux3405ca-ultra-7-pz368ws,Không có,Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/lenovo-ideapad-1-15alc7-r7-82r400c1vn,"Jack tai nghe 3.5 mm
1 x USB 2.0
1 x USB 3.2
HDMI
1 x USB Type-C (chỉ hỗ trợ truyền dữ liệu)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",SD,1080p FaceTime HD camera,Bảo mật vân tay
//www.thegioididong.com/laptop/lenovo-ideapad-slim-3-15irh10-i7-83k1000jvn,"USB Type-C (hỗ trợ truyền dữ liệu, Power Delivery 3.0 và DisplayPort 1.2)
2 x USB 3.2
HDMI
1 x Headphone/microphone combo","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,Quạt Arc Flow 84 cánh,"MUX Switch
NVIDIA Optimus"
//www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n3530i7u161w11blufp,"USB Type-C
1 x USB 2.0
Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI","Bluetooth 5.0
Wi-Fi 802.11 a/b/g/n/ac",HD webcam,Không có đèn,Không có
//www.thegioididong.com/laptop/asus-zenbook-a14-ux3407qa-x1-26-100-qd299ws,"Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI
2 x USB Type-C with USB 4.0 (hỗ trợ DisplayPort, Power Delivery)","Wi-Fi 7 (802.11be)
Bluetooth 5.4","Full HD Webcam
Camera IR",Mở khóa khuôn mặt,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/macbook-air-15-inch-m4-32gb-1tb,Không có,"Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Full HD Webcam,"Bản lề mở 180 độ
Công tắc khóa camera",Không có đèn
//www.thegioididong.com/laptop/lenovo-yoga-7-2in1-14iml9-ultra-5-83dj00dmvn,"HDMI
1 x Headphone/microphone combo
2 x USB-C (hỗ trợ Thunderbolt 4/USB 4, USB Power Delivery và DisplayPort 2.1)
1 x USB 3.2 (Always on)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",SD,HD webcam,Không có đèn
//www.thegioididong.com/laptop/macbook-pro-14-inch-m4-pro-24gb-512gb?utm_flashsale=1,"MagSafe 3
Jack tai nghe 3.5 mm
HDMI
3 x Thunderbolt 5 (USB-C) (hỗ trợ Charging, DisplayPort, Thunderbolt 4 và USB 4 (up to 40Gb/s))","Wi-Fi 6E (802.11ax)
Bluetooth 5.3","Full HD Webcam
Camera IR","Độ bền chuẩn quân đội MIL STD 810H
Tiêu chuẩn Nền Intel Evo
Bản lề mở 180 độ
Công tắc khóa camera
Numberpad
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/asus-tuf-gaming-fx517ze-i5-hn045w,"USB Type-C
Thunderbolt 4
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
LAN (RJ45)","Wi-Fi 7 (802.11be)
Bluetooth 5.4",Micro SD,"Full HD Webcam
Camera IR","Độ bền chuẩn quân đội MIL STD 810H
Công tắc khóa camera
Mở khóa khuôn mặt"
//www.thegioididong.com/laptop/hp-240-g9-i3-6l1x8pa,"USB Type-C
2 x USB 3.2
HDMI
1 x Headphone/microphone combo
LAN (RJ45)",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/asus-ux5406sa-ultra-7-pv140ws,"Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI
2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Wi-Fi 6E (802.11ax)
Bluetooth 5.3",HD webcam,Cooler Boost,Đơn sắc - Màu xanh
//www.thegioididong.com/laptop/dell-latitude-3450-i5-l34501335u16512w,"LAN (RJ45)
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB 3.2 (hỗ trợ PowerShare)
1 x USB Type-C 3.2 (hỗ trợ Power Delivery và DisplayPort)",Không có,Không có,Không có,Không có
//www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n5i5340w1,"USB Type-C
1 x USB 2.0
Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI","Wi-Fi 802.11 a/b/g/n/ac
Bluetooth 5.1",HD webcam,2 quạt,Đơn sắc
//www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-7-pp152w,"Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI
2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Wi-Fi 7 (802.11be)
Bluetooth 5.4","Full HD Webcam
Camera IR","Bảo mật vân tay
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/asus-vivobook-s-14-s5406sa-ultra-5-pp060ws,"Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
2 x Thunderbolt 4 (hỗ trợ Power Delivery, DisplayPort)","Wi-Fi 7 (802.11be)
Bluetooth 5.4",Micro SD,Full HD Webcam,"Độ bền chuẩn quân đội MIL STD 810H
Bảo mật vân tay
Công tắc khóa camera"
//www.thegioididong.com/laptop/hp-probook-460-g11-ultra-7-a74c0pt?utm_flashsale=1,Không có,"Wi-Fi 7 (802.11be)
Bluetooth 5.4",Micro SD,"Camera 13 MP
Camera IR","Màn hình gập 360 độ
Mở khóa khuôn mặt"
//www.thegioididong.com/laptop/msi-cyborg-14-a13ve-i7-090vn,"LAN (RJ45)
Jack tai nghe 3.5 mm
2 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Wi-Fi 7 (802.11be)
Bluetooth 5.4",SD,"Full HD Webcam
Camera IR","Tiêu chuẩn Nền Intel Evo
Công tắc khóa camera
Mở khóa khuôn mặt"
//www.thegioididong.com/laptop/asus-fa401wv-r9-ai-rg062ws,Không có,"Wi-Fi 6E (802.11ax)
Bluetooth 5.3",Camera IR 5 MP,"Màn hình gập 360 độ
Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/acer-nitro-v-anv15-51-53ne-i5-nhqnasv002,"LAN (RJ45)
Jack tai nghe 3.5 mm
3 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB, DisplayPort, Thunderbolt 4)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",Micro SD,"Full HD Webcam
Camera IR","TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Công tắc khóa camera
Mở khóa khuôn mặt"
//www.thegioididong.com/laptop/dell-xps-13-9350-ultra-7-xpsu7016w1,2 x Thunderbolt 4 (hỗ trợ Power Delivery),"Wi-Fi 6E (802.11ax)
Bluetooth 5.1",Full HD Webcam,Bảo mật vân tay,Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14q8x9-x1p-42-100-83hl000kvn,"HDMI
2 x USB Type-C 3.2 (hỗ trợ Power Delivery 3.0 và DisplayPort 1.4)
1 x USB 3.2
1 x Headphone/microphone combo
1 x USB 3.2 (Always on)","Bluetooth 5.2
Wi-Fi 6 (802.11ax)",HD webcam,Đèn chuyển màu RGB - 4 vùng,Không có
//www.thegioididong.com/laptop/asus-rog-flow-z13-gz302ea-ryzen-ai-max-395-ru080ws,"Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI
2 x USB Type-C with USB 4.0 (hỗ trợ DisplayPort, Power Delivery)","Wi-Fi 6 (802.11ax)
Bluetooth 5.3",1080p FaceTime HD camera,"Sạc MagSafe
Bảo mật vân tay",Đơn sắc - Màu trắng
//www.thegioididong.com/laptop/msi-stealth-14-ai-studio-a1vfg-ultra-7-085vn,"Jack tai nghe 3.5 mm
1 x USB 3.2
HDMI
1 x USB Type-C (hỗ trợ USB, Power Delivery, DisplayPort và Thunderbolt 4)
1 x USB Type-C (hỗ trợ USB 3.2, DisplayPort)","Wi-Fi 7 (802.11be)
Bluetooth 5.4","Full HD Webcam
Camera IR","TPM 2.0
Độ bền chuẩn quân đội MIL STD 810H
Tiêu chuẩn Nền Intel Evo
Công tắc khóa camera
Mở khóa khuôn mặt",Đơn sắc - Màu trắng
